,price,price_meter,surface,rooms,floor,max_floors,market,building_type,year_of_construction,lat,lon,rent
6754,287000,6900.7,41.59,2,1,2,secondary,block of flats,2010,52.314298,21.0777389,400
6755,310000,7209.3,43,2,3,4,secondary,tenement house,1967,52.1904692,20.8955586,500
6756,320000,8205.13,39,2,1,4,secondary,block of flats,1970,52.1975049,20.9797085,350
6757,475000,9636.84,49.29,2,3,4,secondary,block of flats,2013,52.1604661,21.0647365,400
6758,307000,8104.54,37.88,2,1,6,secondary,apartment building,2018,52.22298,20.9395,2200
6759,190000,7037.04,27,1,3,11,secondary,block of flats,1952,52.2505801,21.114718,420
6760,510000,8205.95,62.15,2,10,13,secondary,block of flats,1980,52.1938617,21.0620021,423
6761,1995000,14712.39,135.6,5,1,3,secondary,apartment building,2009,52.2032078,20.9544875,600
6762,970000,11630.7,83.4,3,2,5,secondary,block of flats,2011,52.2733898,20.9520517,577
6763,999000,11892.86,84,3,3,5,secondary,block of flats,2006,52.1304859,21.077779,1000
6764,620000,7209.3,86,3,2,7,secondary,apartment building,2012,52.1420307,21.2312195,1200
6765,752900,8501.58,88.56,4,2,3,secondary,tenement house,1980,52.2107837,21.045164,506
6766,350000,12068.97,29,2,3,15,secondary,tenement house,2016,52.2365887,20.9918303,400
6767,750000,10563.38,71,4,3,5,secondary,tenement house,1930,52.2231169,20.9828618,950
6768,550000,10000,55,2,4,4,secondary,tenement house,1939,52.2379852,21.0241494,180
6769,320000,6808.51,47,2,4,4,secondary,block of flats,1972,52.2687664,20.944676,420
6770,950000,10934.62,86.88,3,3,4,secondary,tenement house,2000,52.2344766,21.0188305,610
6771,278000,7315.79,38,2,3,4,secondary,block of flats,1976,52.2951471,21.0337233,340
6772,440000,6461.09,68.1,4,4,4,secondary,block of flats,1999,52.3216542,20.9397854,430
6773,250000,5952.38,42,2,5,10,secondary,block of flats,2017,52.2900075,21.0296454,422
6774,450000,6559.77,68.6,4,4,7,secondary,block of flats,1963,52.2338261,20.9291882,594.08
6775,520000,11130.14,46.72,1,3,5,secondary,tenement house,2009,52.2344766,21.0188305,700
6776,420000,11741.68,35.77,2,3,3,secondary,tenement house,1936,52.2344766,21.0188305,400
6777,260000,7647.06,34,1,3,3,secondary,block of flats,2017,52.3268374,20.9391104,310
6778,1135535,9500,119.53,4,4,10,secondary,apartment building,2006,52.1608,21.078,660
6779,350000,10937.5,32,2,4,11,secondary,block of flats,1990,52.2569,20.9232,300
6780,880000,10232.56,86,4,5,6,secondary,tenement house,1936,52.22,21.011,250
6781,520000,10940.46,47.53,3,3,4,secondary,tenement house,1928,52.2451,21.0671,600
6782,515000,7485.47,68.8,3,2,11,secondary,block of flats,1985,52.149243,21.05678,930
6783,745000,9131.02,81.59,3,3,5,secondary,block of flats,2001,52.13011,21.07023,530
6784,279000,5936.17,47,2,2,2,primary,block of flats,2017,52.34078,21.0555623,307
6785,245000,5212.77,47,2,1,2,primary,block of flats,2017,52.34078,21.0555623,500
6786,799000,12885.02,62.01,2,3,7,secondary,tenement house,1937,52.2378143,21.0215597,305
6787,734900,12899.77,56.97,2,2,3,secondary,tenement house,1937,52.2266495,21.0360237,560
6788,699000,8321.43,84,3,5,6,secondary,apartment building,2000,52.2475382,20.9880245,400
6789,250000,6510.42,38.4,1,2,3,secondary,block of flats,2000,52.289063,21.0837629,1000
6790,633000,8828.45,71.7,4,2,4,secondary,block of flats,1985,52.2608375,20.9682483,550
6791,264000,6439.02,41,1,1,2,secondary,block of flats,1976,52.2697779,21.1764605,410
6792,699000,11274.19,62,2,1,5,secondary,tenement house,2017,52.2247183,21.0149579,1200
6793,550000,9322.03,59,2,2,5,secondary,apartment building,2003,52.2014,21.031,413
6794,5e+05,6756.76,74,3,3,4,secondary,block of flats,1989,52.17418,21.05896,987
6795,930000,10000,93,3,2,5,secondary,tenement house,1936,52.21565,21.02036,515
6796,329999,7499.98,44,2,10,15,secondary,block of flats,1977,52.17873,21.05676,780
6797,345000,8214.29,42,2,3,4,secondary,block of flats,2017,52.2487964,21.2810238,250
6798,369000,7851.06,47,3,3,4,secondary,block of flats,1974,52.2925973,20.9394164,389
6799,530000,10000,53,2,10,11,secondary,block of flats,1980,52.2419805,20.916106,600
6800,465000,8157.89,57,3,8,10,secondary,block of flats,1968,52.2424752,20.9956744,390
6801,515000,15272.84,33.72,1,2,3,secondary,tenement house,1934,52.22732,21.02414,850
6802,424000,7493.81,56.58,3,1,4,primary,block of flats,2013,52.2333751,20.9571835,300
6803,379000,7148.25,53.02,2,3,4,secondary,block of flats,2006,52.26,21.06,1000
6804,415000,8829.79,47,3,5,10,secondary,block of flats,1967,52.198721,21.0344971,420
6805,1275000,25000,51,2,7,10,secondary,tenement house,1987,52.2360987,21.0215288,400
6806,470000,9491.11,49.52,2,2,11,secondary,block of flats,2010,52.253700836182,20.968500717163,600
6807,440000,9446.11,46.58,2,1,3,secondary,block of flats,1987,52.1725643,21.0595341,500
6808,320000,6412.83,49.9,2,9,12,secondary,block of flats,1977,52.221898193359,20.896599884033,600
6809,7e+05,8816.12,79.4,3,3,4,secondary,apartment building,2006,52.251000518799,20.926699752808,230
6810,280000,7786.43,35.96,1,4,6,secondary,block of flats,2003,52.2991649393409,21.0421378111145,500
6811,1100000,11689.69,94.1,3,2,10,secondary,block of flats,2000,52.24779888916,20.978000610352,500
6812,570000,6713.78,84.9,3,5,7,secondary,block of flats,2005,52.183601898193,20.900999588013,530
6813,1290000,12713.12,101.47,3,5,9,secondary,apartment building,2012,52.197999725342,21.003900299072,550
6814,540000,6852.79,78.8,4,1,4,secondary,block of flats,1980,52.223000091553,20.901899856567,600
6815,530000,10000,53,2,3,4,secondary,tenement house,1959,52.2296756,21.0122287,700
6816,635000,11759.26,54,2,1,5,secondary,apartment building,1956,52.223899,20.993956,386
6817,1e+06,10204.08,98,4,5,9,secondary,block of flats,1998,52.2479486,20.9878068,480
6818,890000,10113.64,88,3,1,3,secondary,tenement house,1936,52.2402148,20.9975821,790
6819,599000,15358.97,39,2,2,7,secondary,tenement house,1959,52.23313,21.019,550
6820,439000,6455.88,68,3,3,4,primary,block of flats,2015,52.2396187,21.0808379,480
6821,1492500,11569.77,129,5,1,5,secondary,tenement house,1920,52.2225508,21.0126747,600
6822,1180000,11456.31,103,3,1,3,secondary,tenement house,1937,52.2296756,21.0122287,530
6823,545000,9237.29,59,2,2,5,secondary,block of flats,2003,52.2151532,21.0349992,360
6824,940000,9740.93,96.5,3,4,8,secondary,block of flats,2005,52.2378553,21.1045079,980
6825,1125000,11138.61,101,4,3,6,secondary,block of flats,2006,52.18126,21.01737,458
6826,1125000,11138.61,101,4,3,6,secondary,apartment building,2006,52.18126,21.01737,900
6827,435000,5437.5,80,3,2,3,secondary,block of flats,2002,52.3320121,20.9485049,370
6828,495000,9900,50,2,5,6,secondary,apartment building,2006,52.1737277,21.0486322,470
6829,328000,6612.9,49.6,3,3,3,secondary,block of flats,1962,52.2385869,21.086154,580
6830,588000,10888.89,54,2,1,5,secondary,apartment building,2016,52.2566429,20.9651113,500
6831,890000,11125,80,3,3,8,secondary,apartment building,2011,52.2597164,20.9826529,680
6832,1220000,13555.56,90,3,4,4,secondary,apartment building,2016,52.19958,20.96422,700
6833,1090000,10380.95,105,3,3,5,secondary,block of flats,2003,52.13059,21.06433,250
6834,1130000,8897.64,127,3,3,4,secondary,apartment building,2011,52.1581,21.0666,690
6835,350000,10294.12,34,1,1,3,secondary,tenement house,2000,52.1489268,21.0332441,600
6836,890000,11125,80,3,3,8,secondary,apartment building,2011,52.2597164,20.9826529,550
6837,1250000,8759.64,142.7,4,3,3,secondary,tenement house,2000,52.261006,20.897513,580
6838,645000,8958.33,72,3,2,4,secondary,block of flats,1985,52.2611318,20.961683,550
6839,580000,6941.95,83.55,4,1,5,secondary,apartment building,2015,52.28238,21.06537,400
6840,435000,7767.86,56,2,4,6,secondary,block of flats,2005,52.24091,20.91133,600
6841,1500000,9146.34,164,5,8,8,secondary,block of flats,2013,52.23338,20.95718,1330
6842,690000,10615.38,65,3,4,10,secondary,block of flats,2008,52.19832,21.01715,540
6843,420000,8400,50,2,9,9,secondary,block of flats,1984,52.20997,20.96727,510
6844,465000,10813.95,43,2,2,7,secondary,block of flats,2013,52.23313,21.019,540
6845,299000,8081.08,37,2,4,10,secondary,tenement house,1950,52.20997,20.96727,250
6846,420000,5675.68,74,3,5,5,secondary,block of flats,2002,52.19512,20.88379,435
6847,710000,9102.56,78,4,6,6,secondary,block of flats,2014,52.19512,20.88379,164
6848,279000,9000,31,1,2,3,secondary,block of flats,1968,52.17991,20.94782,400
6849,569000,7294.87,78,3,2,2,secondary,block of flats,1998,52.19512,20.88379,530
6850,1090000,12528.74,87,3,2,4,secondary,apartment building,2004,52.2309283,21.0562752,480
6851,411900,7555.03,54.52,3,3,4,primary,block of flats,2018,52.23338,20.95718,500
6852,155000,10402.68,14.9,1,1,10,primary,apartment building,2018,52.2333751,20.9571835,421
6853,233600,7621.53,30.65,2,4,8,primary,apartment building,1999,52.2333751,20.9571835,500
6854,449900,11839.47,38,3,1,4,secondary,tenement house,1999,52.23313,21.019,480
6855,478000,7709.68,62,2,1,5,secondary,block of flats,1985,52.2495036,21.0412826,1900
6856,268000,7882.35,34,2,1,5,secondary,block of flats,1985,52.2495036,21.0412826,550
6857,326000,8141.86,40.04,2,3,8,secondary,block of flats,2015,52.2776904,20.9109338,401
6858,625000,11042.4,56.6,2,2,3,secondary,block of flats,2010,52.2032078,20.9544875,600
6859,590000,10507.57,56.15,3,1,6,secondary,block of flats,1957,52.2167206,21.0169635,560
6860,450000,8553.51,52.61,2,3,4,secondary,block of flats,1952,52.2147212,20.9692474,493
6861,740000,8476.52,87.3,3,2,5,secondary,block of flats,2006,52.2561208,20.9325492,800
6862,279650,8750,31.96,2,2,5,primary,apartment building,2018,52.1938371,20.9569871,700
6863,565000,7697.55,73.4,3,7,10,secondary,apartment building,2001,52.2765326,20.9515904,642.04
6864,325000,5603.45,58,2,1,4,secondary,block of flats,2001,52.3338013,20.9466678,460
6865,525000,10096.15,52,2,2,4,secondary,apartment building,2013,52.21261,21.0603932,530
6866,479000,16985.82,28.2,1,1,8,secondary,apartment building,2016,52.224800628662,21.026600402832,550
6867,230374,5201.49,44.29,2,1,3,secondary,block of flats,2018,52.2216171,21.0162277,360
6868,545000,5340.52,102.05,4,2,2,secondary,apartment building,2018,52.19622,21.17823,370
6869,385000,8461.54,45.5,2,4,6,secondary,block of flats,2003,52.219031,20.894418,2700
6870,578340,9271.24,62.38,3,4,4,primary,block of flats,2018,52.283954891643,20.942183732986,360
6871,578340,9271.24,62.38,3,4,4,primary,block of flats,2018,52.283954891643,20.942183732986,300
6872,247182,7800,31.69,2,1,14,primary,apartment building,2018,52.226721652674,20.955905914307,1000
6873,199999.19,8857.36,22.58,1,1,14,secondary,apartment building,2018,52.226721652674,20.955905914307,1000
6874,247182,7800,31.69,2,4,14,secondary,apartment building,2018,52.226721652674,20.955905914307,500
6875,265000,6883.12,38.5,2,5,8,secondary,block of flats,1970,52.2883386,20.9513682,830
6876,379000,7148.25,53.02,2,3,6,secondary,block of flats,2006,52.26,21.06,800
6877,515000,9363.64,55,2,6,6,secondary,apartment building,2016,52.19832,21.01715,400
6878,373863,7980,46.85,2,6,6,primary,block of flats,2017,52.226846955184,20.952119347639,265
6879,699741,7612.5,91.92,4,6,7,primary,apartment building,2017,52.226846955184,20.952119347639,600
6880,275954,6223.59,44.34,2,3,10,primary,apartment building,2017,52.2944386033,20.997791290283,520
6881,297306,6173.3,48.16,2,4,5,primary,block of flats,2018,52.293126224397,20.99907875061,350
6882,427511,6163.65,69.36,3,4,5,primary,block of flats,2018,52.295068531361,21.014356613159,1550
6883,468254,6240.06,75.04,3,3,4,primary,block of flats,1999,52.295540971528,21.005001068115,450
6884,535820,6791.13,78.9,4,1,6,primary,apartment building,1956,52.299687730068,21.001138687134,450
6885,627525,6644.7,94.44,4,2,3,primary,block of flats,2017,52.2951735185,21.003198623657,400
6886,255689,6299.31,40.59,2,3,5,primary,block of flats,2017,52.308039120436,20.98358631134,500
6887,262427,6201.02,42.32,2,1,5,primary,block of flats,2017,52.308039120436,20.98358631134,480
6888,255689,6299.31,40.59,2,3,5,primary,apartment building,2017,52.308039120436,20.98358631134,400
6889,271124,6191.46,43.79,2,1,5,primary,block of flats,2017,52.308039120436,20.98358631134,800
6890,329000,6326.92,52,2,4,7,secondary,block of flats,2002,52.1847,20.86922,600
6891,262427,6201.02,42.32,2,1,5,primary,block of flats,2017,52.308039120436,20.98358631134,750
6892,292398,6145.4,47.58,2,1,5,primary,apartment building,2017,52.308039120436,20.98358631134,890
6893,292398,6145.4,47.58,2,1,5,primary,tenement house,2017,52.308039120436,20.98358631134,300
6894,304943,6098.86,50,3,5,5,primary,tenement house,2017,52.308039120436,20.98358631134,340
6895,309652,6371.44,48.6,3,3,5,primary,block of flats,2017,52.308039120436,20.98358631134,350
6896,279000,9000,31,1,2,4,secondary,tenement house,1956,52.2601637,21.0323516,1500
6897,582000,7739.36,75.2,3,1,5,secondary,apartment building,2009,52.2426029,20.8989224,600
6898,192942,8571.39,22.51,1,1,14,primary,block of flats,2018,52.223632787549,20.958051681519,471
6899,226022,6952.38,32.51,1,3,14,primary,block of flats,2018,52.223632787549,20.958051681519,310
6900,227428,7142.84,31.84,2,4,14,primary,tenement house,2018,52.223632787549,20.958051681519,587
6901,227428,7142.84,31.84,2,4,14,secondary,block of flats,2018,52.223632787549,20.958051681519,739
6902,338231,6761.92,50.02,3,2,14,primary,block of flats,2018,52.223632787549,20.958051681519,247
6903,245429,7142.87,34.36,2,2,14,primary,block of flats,2018,52.223632787549,20.958051681519,550
6904,380156,6949.84,54.7,4,2,14,primary,block of flats,2018,52.223632787549,20.958051681519,500
6905,380156,6949.84,54.7,4,2,14,secondary,block of flats,2018,52.223632787549,20.958051681519,600
6906,1038500,10636.01,97.64,3,7,8,primary,apartment building,2015,52.1728644,20.9995232,511
6907,1031654,10635.61,97,3,7,8,primary,block of flats,2015,52.1728644,20.9995232,490
6908,1020131,10626.36,96,3,7,8,primary,block of flats,2015,52.1728644,20.9995232,480
6909,449224,9692,46.35,1,4,8,primary,apartment building,2015,52.1728644,20.9995232,1300
6910,1228572,10514.99,116.84,5,7,8,primary,block of flats,2015,52.1728644,20.9995232,246
6911,523353,8722.55,60,2,2,8,primary,block of flats,2015,52.1728644,20.9995232,500
6912,1308851,9512,137.6,4,8,8,primary,block of flats,2015,52.1728644,20.9995232,1040
6913,273576,9273.76,29.5,1,5,11,primary,block of flats,2017,52.175129170142,21.043968200684,300
6914,996210,8937.02,111.47,5,1,6,primary,apartment building,2017,52.175129170142,21.043968200684,600
6915,249133,6212.79,40.1,2,2,5,primary,block of flats,2017,52.308039120436,20.98358631134,625
6916,249167,6179.74,40.32,2,5,9,primary,apartment building,2017,52.308039120436,20.98358631134,506
6917,253558,6172.3,41.08,2,3,5,primary,apartment building,2017,52.308039120436,20.98358631134,800
6918,249167,6179.74,40.32,2,5,14,primary,tenement house,2017,52.308039120436,20.98358631134,470
6919,249133,6212.79,40.1,2,2,5,primary,apartment building,2017,52.308039120436,20.98358631134,500
6920,222055,6638.42,33.45,1,4,5,primary,apartment building,2017,52.308039120436,20.98358631134,470
6921,253558,6172.3,41.08,2,3,5,primary,tenement house,2017,52.308039120436,20.98358631134,1100
6922,233692,6215.21,37.6,2,3,5,primary,block of flats,2017,52.308039120436,20.98358631134,600
6923,249133,6212.79,40.1,2,2,5,primary,apartment building,2017,52.308039120436,20.98358631134,850
6924,249167,6179.74,40.32,2,5,6,primary,block of flats,2017,52.308039120436,20.98358631134,380
6925,253558,6172.3,41.08,2,3,5,primary,tenement house,2017,52.308039120436,20.98358631134,380
6926,253558,6172.3,41.08,2,3,5,primary,apartment building,2017,52.308039120436,20.98358631134,550
6927,253558,6172.3,41.08,2,3,5,primary,apartment building,2017,52.308039120436,20.98358631134,800
6928,286000,6832.3,41.86,2,3,6,primary,block of flats,2018,52.223744516203,20.941743850708,750
6929,301000,7190.64,41.86,2,1,6,primary,apartment building,2018,52.223744516203,20.941743850708,980
6930,227000,7245.45,31.33,1,6,7,primary,apartment building,2018,52.223744516203,20.941743850708,570
6931,244000,7788.06,31.33,1,1,6,primary,tenement house,2018,52.223744516203,20.941743850708,620
6932,291000,7174.56,40.56,2,5,6,primary,block of flats,2018,52.223744516203,20.941743850708,650
6933,311000,7667.65,40.56,2,1,6,primary,apartment building,2018,52.223744516203,20.941743850708,280
6934,458000,6829.7,67.06,3,3,6,primary,block of flats,2018,52.223744516203,20.941743850708,990
6935,483000,7258.79,66.54,3,1,6,primary,block of flats,2018,52.223744516203,20.941743850708,790
6936,962830,9314.4,103.37,3,1,13,primary,block of flats,2000,52.189003,21.002995,855
6937,844790,9579.2,88.19,3,1,2,primary,block of flats,1975,52.19832,21.01715,390
6938,856520,10161.59,84.29,3,2,5,primary,block of flats,2003,52.19832,21.01715,252
6939,1017100,9782.63,103.97,4,2,4,primary,apartment building,2015,52.19832,21.01715,900
6940,856420,10149.56,84.38,3,2,5,primary,block of flats,2006,52.19832,21.01715,295
6941,856420,10149.56,84.38,3,2,5,primary,block of flats,2017,52.19832,21.01715,590
6942,1064460,9470.28,112.4,3,2,5,primary,block of flats,2017,52.19832,21.01715,635
6943,2529975,17500,144.57,4,6,8,primary,apartment building,2018,52.23313,21.019,1200
6944,1855680,16000,115.98,4,6,13,primary,apartment building,2016,52.23313,21.019,600
6945,1855680,16000,115.98,4,6,10,primary,tenement house,2016,52.23313,21.019,750
6946,1659680,16000,103.73,4,4,17,primary,apartment building,2016,52.23313,21.019,500
6947,1883200,16000,117.7,4,3,3,primary,block of flats,2016,52.23313,21.019,500
6948,1709695,14500,117.91,3,4,5,primary,block of flats,2017,52.23313,21.019,720
6949,1554560,16000,97.16,4,2,7,primary,apartment building,2016,52.23313,21.019,500
6950,299000,8794.12,34,1,1,3,secondary,tenement house,1953,52.2035352,21.0404478,300
6951,499000,8099.33,61.61,3,5,12,secondary,tenement house,2017,52.2452257,21.1093242,674
6952,305000,6243.6,48.85,3,7,11,secondary,block of flats,1975,52.2241126,20.9196143,400
6953,2099125,17500,119.95,4,4,10,primary,tenement house,2016,52.23313,21.019,459
6954,424198,7442.07,57,3,1,3,primary,block of flats,2017,52.24091,20.91133,674
6955,2668560,24000,111.19,4,3,7,primary,tenement house,2016,52.23313,21.019,510
6956,354123,7300,48.51,2,2,8,primary,tenement house,2016,52.24437006558,20.909085273743,570
6957,641376,9027.11,71.05,3,4,4,primary,block of flats,2017,52.24091,20.91133,1000
6958,438498,7692.95,57,3,3,3,primary,block of flats,2017,52.24091,20.91133,600
6959,593232,7322.04,81.02,4,1,4,primary,block of flats,2017,52.24091,20.91133,580
6960,460938,7015.8,65.7,3,2,3,primary,apartment building,2017,52.24091,20.91133,370
6961,433218,7600.32,57,3,2,3,primary,terraced house,2017,52.24091,20.91133,380
6962,806004,10789.88,74.7,3,4,4,primary,block of flats,2017,52.15613,21.11163,620
6963,806004,10891.95,74,3,4,4,primary,apartment building,2017,52.15613,21.11163,250
6964,789174,10650.12,74.1,3,4,4,primary,block of flats,2017,52.15613,21.11163,650
6965,789786,10672.78,74,3,4,4,primary,block of flats,2017,52.15613,21.11163,410
6966,949824,9431.28,100.71,4,4,4,primary,apartment building,2017,52.24091,20.91133,680
6967,1223303,12444.59,98.3,3,6,8,primary,apartment building,2015,52.19832,21.01715,638
6968,928454,10600,87.59,3,1,8,primary,block of flats,2015,52.19832,21.01715,800
6969,1206182,12447.7,96.9,3,7,8,primary,apartment building,2015,52.19832,21.01715,400
6970,708815,8500,83.39,3,5,8,primary,block of flats,2015,52.19832,21.01715,540
6971,829260,7477.55,110.9,4,2,4,primary,block of flats,2017,52.15613,21.11163,520
6972,424289,8932.4,47.5,2,2,8,primary,block of flats,2015,52.19832,21.01715,920
6973,707397,8587,82.38,4,2,8,primary,apartment building,2015,52.19832,21.01715,1000
6974,827276,9919.38,83.4,4,3,8,primary,tenement house,2015,52.19832,21.01715,500
6975,330582,7638.22,43.28,2,5,10,primary,tenement house,2018,52.28238,21.06537,600
6976,366996,6995.73,52.46,2,5,5,primary,block of flats,2018,52.28238,21.06537,800
6977,373014,7133.56,52.29,2,5,5,primary,block of flats,2018,52.28238,21.06537,400
6978,463680,7200,64.4,3,4,5,primary,tenement house,2018,52.28238,21.06537,500
6979,421232.84,6433,65.48,3,2,5,primary,block of flats,2018,52.28238,21.06537,460
6980,774894,8727.27,88.79,4,5,5,primary,block of flats,2018,52.28238,21.06537,800
6981,860064,8306.59,103.54,4,5,8,primary,block of flats,2018,52.28238,21.06537,320
6982,586500,6481.38,90.49,4,5,5,primary,block of flats,2018,52.28238,21.06537,770
6983,600474,7049.47,85.18,4,2,5,primary,block of flats,2018,52.28238,21.06537,500
6984,359704,7993.42,45,2,5,6,primary,block of flats,2017,52.19832,21.01715,600
6985,482568,8042.8,60,3,5,15,primary,tenement house,2017,52.19832,21.01715,892
6986,273576,9273.76,29.5,1,5,9,primary,apartment building,2017,52.19832,21.01715,500
6987,273576,9273.76,29.5,1,5,6,primary,block of flats,2017,52.19832,21.01715,850
6988,273576,9273.76,29.5,1,5,7,primary,block of flats,2017,52.19832,21.01715,350
6989,564454.15,7421.17,76.06,4,1,7,primary,apartment building,2017,52.19832,21.01715,520
6990,597359,8183,73,4,1,5,primary,block of flats,2017,52.19832,21.01715,408
6991,597359,8183,73,4,1,5,primary,block of flats,2017,52.19832,21.01715,1200
6992,423266,9073.23,46.65,2,1,5,primary,apartment building,2017,52.19832,21.01715,400
6993,602408,8275.97,72.79,4,2,5,primary,block of flats,2017,52.19832,21.01715,320
6994,671015,8784.07,76.39,4,3,5,primary,tenement house,2017,52.19832,21.01715,1000
6995,212700,8508,25,1,2,6,primary,tenement house,2019,52.29332,20.92866,401
6996,310900,8244.5,37.71,2,3,6,primary,block of flats,2019,52.29332,20.92866,1100
6997,687823,10097.23,68.12,3,5,5,primary,block of flats,2017,52.19832,21.01715,350
6998,354000,8072.98,43.85,2,1,6,primary,block of flats,2019,52.29332,20.92866,240
6999,329100,8333.76,39.49,2,2,6,primary,block of flats,2019,52.29332,20.92866,640
7000,344700,8070.71,42.71,2,1,6,primary,apartment building,2019,52.29332,20.92866,820
7001,423500,7649.93,55.36,3,6,6,primary,block of flats,2019,52.29332,20.92866,450
7002,459500,8449.8,54.38,3,6,6,primary,block of flats,2019,52.29332,20.92866,800
7003,354200,7986.47,44.35,2,1,6,primary,block of flats,2019,52.29332,20.92866,1800
7004,462500,7987.91,57.9,3,2,6,primary,tenement house,2019,52.29332,20.92866,460
7005,543808,9136.56,59.52,2,4,4,primary,block of flats,2018,52.29332,20.92866,230
7006,421840,8683.41,48.58,2,4,4,primary,block of flats,2018,52.29332,20.92866,995
7007,543808,9136.56,59.52,2,4,5,primary,apartment building,2018,52.29332,20.92866,350
7008,654700,7564.41,86.55,4,5,5,primary,block of flats,2018,52.17991,20.94782,600
7009,419500,7897.21,53.12,3,5,5,primary,apartment building,2018,52.17991,20.94782,440
7010,451600,6172.77,73.16,3,3,5,primary,block of flats,2018,52.17991,20.94782,750
7011,395300,6597.13,59.92,3,4,5,primary,block of flats,2018,52.17991,20.94782,750
7012,451600,6172.77,73.16,3,5,5,primary,apartment building,2018,52.17991,20.94782,418
7013,218100,7037.75,30.99,1,2,5,primary,apartment building,2018,52.17991,20.94782,674
7014,845200,7857.21,107.57,4,5,5,primary,tenement house,2018,52.17991,20.94782,650
7015,412600,6889.3,59.89,3,5,5,primary,block of flats,2018,52.17991,20.94782,450
7016,755200,7514.43,100.5,4,5,5,primary,apartment building,2018,52.28238,21.06537,310
7017,812359,7848.88,103.5,4,5,5,primary,block of flats,2018,52.28238,21.06537,282
7018,999800,7941.22,125.9,4,5,5,primary,tenement house,2018,52.17991,20.94782,620
7019,399900,6676.13,59.9,3,3,5,primary,block of flats,2018,52.17991,20.94782,530
7020,565600,6638.5,85.2,4,5,6,primary,block of flats,2018,52.28238,21.06537,420
7021,731600,8238.74,88.8,4,5,5,primary,block of flats,2018,52.28238,21.06537,600
7022,558700,6173.48,90.5,4,5,5,primary,block of flats,2018,52.28238,21.06537,650
7023,402990,6152.52,65.5,3,4,5,primary,block of flats,2018,52.28238,21.06537,500
7024,430440,6502.11,66.2,3,4,5,primary,block of flats,2018,52.28238,21.06537,440
7025,469000,7974.83,58.81,2,3,4,secondary,apartment building,2009,52.1612094,21.0776229,850
7026,1387584,11880,116.8,3,7,11,primary,apartment building,2013,52.2337949826506,21.0361495587219,450
7027,2861100,18000,158.95,3,4,5,secondary,tenement house,1920,52.23313,21.019,350
7028,430440,6502.11,66.2,3,4,5,primary,block of flats,2018,52.28238,21.06537,290
7029,306510,6811.33,45,2,5,5,primary,block of flats,2018,52.28238,21.06537,493
7030,350268,6671.77,52.5,2,3,5,primary,block of flats,2018,52.28238,21.06537,589
7031,356082,6808.45,52.3,2,5,5,primary,block of flats,2018,52.28238,21.06537,330
7032,283764,6676.8,42.5,2,3,5,primary,block of flats,2018,52.28238,21.06537,670
7033,805512,8794.76,91.59,3,3,4,primary,block of flats,2018,52.29332,20.92866,324
7034,789560,8620.59,91.59,3,2,4,primary,apartment building,2018,52.29332,20.92866,555
7035,746150,8146.63,91.59,3,4,6,primary,block of flats,2018,52.29332,20.92866,500
7036,772506,8434.39,91.59,3,4,5,primary,block of flats,2018,52.29332,20.92866,174
7037,746150,8146.63,91.59,3,4,10,primary,apartment building,2018,52.29332,20.92866,500
7038,247182,7800,31.69,2,1,14,secondary,block of flats,2018,52.226721652674,20.955905914307,260
7039,543808,9136.56,59.52,2,2,4,primary,block of flats,2018,52.29332,20.92866,510
7040,390393,5340.53,73.1,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,1350
7041,390393,5340.53,73.1,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,600
7042,379140,5340,71,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,481
7043,530000,5353.54,99,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,384
7044,545000,5317.07,102.5,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,258
7045,530000,5353.54,99,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,330
7046,530000,5353.54,99,4,1,2,primary,block of flats,2018,52.304536058141,20.992351770401,480
7047,523817.78,13666,38.33,1,1,4,primary,block of flats,2018,52.189851561366,21.015687324107,450
7048,545000,5317.07,102.5,4,1,2,primary,tenement house,2018,52.304536058141,20.992351770401,210
7049,738604.44,14383.73,51.35,2,1,4,primary,block of flats,2018,52.189851561366,21.015687324107,500
7050,603602.84,13860,43.55,2,1,4,primary,tenement house,2018,52.189851561366,21.015687324107,530
7051,816820.2,13230,61.74,2,1,4,primary,tenement house,2018,52.189851561366,21.015687324107,660
7052,984206.16,12852,76.58,3,1,4,primary,block of flats,2018,52.189851561366,21.015687324107,670
7053,1061398.52,13860,76.58,3,3,4,primary,apartment building,2018,52.189851561366,21.015687324107,482
7054,660074.91,13720.12,48.11,2,1,4,primary,block of flats,2018,52.189851561366,21.015687324107,950
7055,1022802.76,13356,76.58,3,2,4,primary,apartment building,2018,52.189851561366,21.015687324107,400
7056,1163278.26,14034,82.89,3,2,4,primary,block of flats,2018,52.189851561366,21.015687324107,391
7057,1205054.82,14538,82.89,3,3,4,primary,apartment building,2018,52.189851561366,21.015687324107,450
7058,1121501.7,13530,82.89,3,1,4,primary,apartment building,2018,52.189851561366,21.015687324107,490
7059,705241.08,13734,51.35,2,1,4,primary,block of flats,2018,52.189851561366,21.015687324107,450
7060,984206.16,12852,76.58,3,1,4,primary,block of flats,2018,52.189851561366,21.015687324107,650
